name,hp,attack,defense,sp_attack,sp_defense,speed,generation,rarity,is_legendary,set_name,price_usd,type
Scizor,83,56,60,100,59,59,3,Rare,False,Ruby & Sapphire,4.4,Steel
Vulpix,84,62,44,60,58,44,8,Uncommon,True,Scarlet & Violet,0.93,Fire
Mandibuzz,68,67,65,57,55,44,7,Uncommon,False,Chilling Reign,0.71,Dark
Zebstrika,69,31,59,28,50,38,6,Common,False,Sun & Moon,0.29,Electric
Mismagius,75,51,41,22,44,63,7,Common,False,Rebel Clash,0.19,Ghost
Torracat,34,60,36,22,31,41,2,Common,False,Expedition,0.18,Fire
Tangela,88,46,65,71,81,88,3,Rare,False,Ruby & Sapphire,2.09,Grass
Bronzor,207,143,111,143,93,131,7,Rare Ultra,True,Chilling Reign,151.83,Steel
Pachirisu,64,24,67,47,61,39,3,Uncommon,False,Ruby & Sapphire,0.33,Electric
Raboot,160,132,105,78,105,64,6,Rare Holo GX,True,Sun & Moon,37.07,Fire
Krokorok,75,48,59,55,49,55,6,Uncommon,False,Guardians Rising,0.43,Dark
Persian EX,77,69,42,55,67,77,6,Rare,True,Guardians Rising,4.26,Normal
Spiritomb,73,61,75,42,59,53,3,Uncommon,False,EX Emerald,0.81,Dark
Slowpoke,90,74,55,69,40,59,6,Uncommon,False,Forbidden Light,0.76,Water
Wailord,82,63,58,87,35,73,4,Rare,False,Diamond & Pearl,1.79,Water
Meltan,67,52,37,60,35,67,5,Common,False,Primal Clash,0.28,Steel
Mightyena,60,46,65,61,77,46,6,Uncommon,False,Guardians Rising,0.47,Dark
Talonflame,54,70,20,54,45,32,8,Common,False,Paldean Fates,0.11,Fire
Braixen,92,87,38,50,66,59,3,Rare,False,Dragon,1.67,Fire
Cherrim,70,64,65,65,56,60,1,Rare,False,Jungle,2.18,Grass
Simisage,98,57,53,62,83,63,5,Rare,False,XY Base,2.49,Grass
Simisear,98,82,42,42,87,54,6,Rare,False,Crimson Invasion,1.22,Fire
Slowbro,183,80,62,93,134,131,5,Rare Holo GX,True,Roaring Skies,48.4,Psychic
Venusaur,105,54,51,70,70,85,1,Rare,True,Fossil,1.66,Grass
Banette,106,45,32,44,83,71,6,Uncommon,False,Guardians Rising,0.28,Ghost
Slugma V,31,49,43,27,53,32,2,Common,True,Neo Revelation,0.88,Fire
Snivy,77,38,61,68,60,63,2,Uncommon,False,Neo Destiny,0.54,Grass
Raikou EX,47,28,41,37,50,15,5,Common,True,Flashfire,0.72,Electric
Blaziken,66,105,74,49,80,83,1,Rare Holo,False,Base Set 2,4.54,Fire
Talonflame,59,64,49,19,45,32,6,Common,False,Burning Shadows,0.19,Fire
Psyduck,155,84,86,106,91,82,1,Rare Holo EX,True,Neo Genesis,42.86,Water
Houndour,81,97,72,49,79,59,8,Rare,False,Paldean Fates,0.95,Fire
Clobbopus,93,54,68,69,44,63,7,Uncommon,False,Rebel Clash,0.63,Fighting
Dedenne,100,59,37,67,77,74,5,Uncommon,False,Furious Fists,0.6,Fairy
Togedemaru EX,83,88,69,89,59,81,5,Rare,True,Flashfire,4.09,Steel
Spoink,72,30,35,60,50,61,5,Common,False,Furious Fists,0.59,Psychic
Reshiram,53,75,36,34,68,46,3,Uncommon,False,Dragon,0.45,Fire
Aerodactyl,36,43,55,44,47,33,3,Common,False,Dragon,0.22,Flying
Litten,41,75,55,32,38,38,6,Common,False,Sun & Moon,0.55,Fire
Darumaka,56,43,43,33,41,35,2,Common,False,Neo Destiny,0.12,Fire
Vileplume,180,105,92,120,137,105,5,Rare Holo GX,True,Furious Fists,42.39,Grass
Skuntank,95,63,61,69,64,59,6,Uncommon,False,Ultra Prism,0.32,Poison
Prinplup,63,35,46,63,64,64,4,Uncommon,False,Secret Wonders,0.77,Water
Skuntank,97,55,66,65,67,55,5,Rare,False,Roaring Skies,2.16,Poison
Machoke,49,43,51,49,44,48,4,Common,False,Secret Wonders,0.29,Fighting
Spinarak,60,28,55,34,39,58,2,Common,False,Skyridge,0.25,Bug
Magmar,82,64,45,42,49,41,7,Common,False,Battle Styles,0.51,Fire
Delphox,182,129,91,91,102,89,1,Rare Holo GX,True,Team Rocket,44.07,Fire
Ninetales,58,63,53,37,46,27,7,Common,False,Vivid Voltage,0.16,Fire
Raboot,120,86,60,35,65,65,4,Rare,False,Legends Awakened,2.31,Fire
Flygon,40,39,47,66,60,47,1,Common,False,Neo Genesis,0.32,Dragon
Roserade,84,61,68,58,85,81,5,Rare Holo,False,Roaring Skies,9.21,Grass
Darmanitan,70,90,61,42,64,57,4,Rare,False,Secret Wonders,2.98,Fire
Dialga,161,91,129,99,123,108,5,Rare Holo EX,True,Flashfire,122.03,Dragon
Electabuzz,104,66,80,34,62,51,5,Rare Holo,False,Roaring Skies,3.09,Electric
Lugia,78,47,31,55,91,74,6,Uncommon,False,Ultra Prism,0.42,Psychic
Spearow,56,54,38,66,36,63,4,Uncommon,False,Secret Wonders,0.81,Normal
Blissey,83,47,48,48,79,51,6,Uncommon,False,Guardians Rising,0.25,Normal
Rayquaza,38,46,53,50,70,46,1,Common,False,Jungle,0.21,Dragon
Empoleon,68,50,56,51,67,64,1,Uncommon,False,Neo Genesis,1.05,Water
Klang,78,83,72,107,66,120,6,Rare Holo,False,Forbidden Light,5.69,Steel
Pignite,94,90,62,40,65,50,6,Rare,False,Sun & Moon,1.08,Fire
Spheal,65,48,16,32,54,62,8,Common,False,Paldean Fates,0.21,Water
Luxray EX,67,34,72,44,39,50,8,Common,True,151,0.65,Electric
Lickitung EX,161,100,105,99,106,100,8,Rare Holo EX,True,Scarlet & Violet,151.74,Normal
Butterfree,56,58,49,47,48,47,3,Uncommon,False,Ruby & Sapphire,0.76,Bug
Krokorok,66,53,41,36,60,58,4,Common,False,Mysterious Treasures,0.44,Dark
Spinarak,87,40,82,72,59,72,3,Rare,False,Dragon,1.07,Bug
Zeraora,93,44,89,61,44,40,1,Uncommon,False,Base Set 2,0.42,Electric
Wartortle,37,37,42,57,53,48,6,Common,False,Forbidden Light,0.39,Water
Mime Jr.,66,57,44,64,65,70,6,Uncommon,False,Ultra Prism,0.76,Fairy
Dialga,42,36,63,50,49,58,7,Common,False,Sword & Shield,0.37,Dragon
Roselia,63,25,50,66,52,40,2,Common,False,Neo Destiny,0.23,Grass
Magikarp,95,63,68,54,60,70,1,Rare,False,Jungle,0.45,Water
Vibrava,64,68,90,42,65,52,8,Common,True,Paldea Evolved,0.69,Dragon
Spiritomb,55,53,62,66,48,52,8,Common,False,151,0.16,Dark
Hitmonchan,101,58,73,57,45,58,5,Uncommon,False,Roaring Skies,0.73,Fighting
Goomy,170,107,138,92,140,109,5,Rare Holo GX,True,XY Base,33.05,Dragon
Absol,208,106,130,114,107,107,7,Rare Ultra,True,Darkness Ablaze,231.62,Dark
Weedle,89,43,49,57,47,65,4,Uncommon,False,Secret Wonders,0.88,Bug
Pidgeot,95,71,67,57,65,59,3,Rare Holo,False,EX FireRed & LeafGreen,6.53,Normal
Gulpin,106,54,69,73,86,83,1,Rare,False,Neo Genesis,2.26,Poison
Houndour,45,67,38,37,51,67,5,Common,False,Flashfire,0.25,Fire
Bayleef,111,66,49,70,81,74,4,Rare,False,Mysterious Treasures,2.53,Grass
Snorunt,81,51,49,56,60,53,6,Uncommon,False,Crimson Invasion,0.13,Ice
Klink,79,55,64,101,45,63,3,Uncommon,False,Ruby & Sapphire,0.29,Steel
Infernape EX,103,99,77,50,86,78,6,Rare Holo,True,Crimson Invasion,12.77,Fire
Sneasel,57,57,71,69,58,58,7,Uncommon,False,Sword & Shield,0.99,Dark
Wooper EX,90,83,85,88,59,66,6,Rare Holo,True,Crimson Invasion,13.61,Ground
Snorunt,73,52,45,35,47,66,1,Common,False,Gym Challenge,0.41,Ice
Kyogre,153,97,84,107,74,111,7,Rare Holo EX,True,Darkness Ablaze,83.73,Water
Liepard EX,41,33,50,48,46,46,8,Common,True,Paldean Fates,1.01,Dark
Pignite EX,57,74,39,29,51,44,1,Common,True,Neo Discovery,0.32,Fire
Helioptile,56,53,56,48,31,35,1,Common,False,Team Rocket,0.2,Electric
Raboot,67,74,47,18,37,36,7,Common,False,Sword & Shield,0.32,Fire
Vikavolt,81,66,86,44,77,69,3,Rare Holo,True,Ruby & Sapphire,14.65,Electric
Blaziken,64,65,42,32,46,57,2,Common,False,Legendary Collection,0.25,Fire
Sunflora,52,45,43,33,58,42,6,Common,False,Forbidden Light,0.15,Grass
Cacnea,85,56,81,69,93,64,5,Rare,False,Phantom Forces,1.21,Grass
Baltoy,108,58,101,58,71,74,7,Rare Holo,False,Chilling Reign,9.28,Ground
Carbink,74,57,34,62,73,87,7,Uncommon,False,Battle Styles,0.47,Fairy
Krookodile,162,104,132,86,107,92,5,Rare Holo GX,True,Flashfire,78.3,Dark
Mew,89,32,50,75,98,65,6,Uncommon,False,Ultra Prism,0.72,Psychic
Numel,59,54,63,41,42,49,3,Common,False,EX FireRed & LeafGreen,0.36,Fire
Omanyte,73,63,45,73,14,64,1,Common,False,Base Set 2,0.13,Rock
Chansey,66,22,49,39,41,44,3,Common,False,Dragon,0.1,Normal
Walrein,62,45,76,72,50,65,7,Uncommon,False,Vivid Voltage,0.47,Water
Sentret,201,103,83,127,115,108,8,Rare Ultra,True,Paldean Fates,142.32,Normal
Aegislash,96,86,68,93,87,109,6,Rare Holo,False,Ultra Prism,11.36,Steel
Exeggutor,55,45,33,48,78,53,4,Common,False,Diamond & Pearl,0.15,Psychic
Taillow,54,38,55,34,51,45,7,Uncommon,False,Vivid Voltage,0.4,Flying
Kricketot,47,45,40,52,32,49,7,Common,False,Rebel Clash,0.47,Bug
Staraptor,47,41,54,40,45,49,3,Uncommon,False,EX Emerald,0.47,Flying
Chimchar,91,68,50,37,69,46,3,Rare,False,Team Magma vs Team Aqua,3.39,Fire
Dedenne,95,67,41,76,70,80,7,Rare,False,Vivid Voltage,5.41,Fairy
Hariyama,154,99,130,104,80,90,2,Rare Holo EX,True,Skyridge,22.98,Fighting
Persian,58,48,27,53,34,29,1,Common,False,Gym Challenge,0.09,Normal
Hitmonlee,71,34,79,57,46,40,8,Common,False,151,0.27,Fighting
Doduo,77,41,77,34,49,74,5,Uncommon,False,XY Base,0.6,Normal
Marill,64,25,38,47,53,67,3,Common,False,Ruby & Sapphire,0.21,Fairy
Cinderace,157,132,81,52,104,65,3,Rare Holo EX,True,Sandstorm,158.81,Fire
Luxio,102,62,89,67,68,75,1,Rare Holo,False,Gym Heroes,6.94,Electric
Klefki,56,63,45,55,44,58,1,Common,False,Neo Genesis,0.17,Fairy
Meowth,91,49,87,55,78,41,6,Rare,False,Sun & Moon,1.33,Normal
Qwilfish,61,52,38,59,58,58,6,Common,False,Guardians Rising,0.22,Water
Linoone GX,92,45,42,39,57,48,7,Uncommon,True,Vivid Voltage,3.41,Normal
Krookodile,112,63,81,57,64,67,2,Rare,False,Aquapolis,1.91,Dark
Groudon,35,42,65,72,44,45,7,Common,False,Sword & Shield,0.17,Ground
Grotle,107,58,89,85,71,86,9,Rare Holo,False,Shrouded Fable,6.93,Grass
Clefairy,44,31,37,35,64,72,6,Common,False,Crimson Invasion,0.09,Fairy
Crabrawler,50,50,84,71,41,46,2,Uncommon,False,Skyridge,0.39,Fighting
Snorlax,44,59,36,52,47,57,2,Common,False,Expedition,0.25,Normal
Mandibuzz,37,42,54,38,43,44,3,Common,False,EX FireRed & LeafGreen,0.17,Dark
Lickitung,58,50,33,47,52,53,5,Common,False,Primal Clash,0.36,Normal
Pansear,54,66,27,32,35,44,6,Common,False,Forbidden Light,0.23,Fire
Litten,85,58,37,37,42,53,8,Uncommon,False,Paldea Evolved,0.26,Fire
Delphox,111,74,64,42,44,48,3,Rare,False,Ruby & Sapphire,1.33,Fire
Houndour,30,47,31,43,40,35,7,Common,False,Battle Styles,0.18,Fire
Ariados GX,43,39,66,49,49,35,6,Common,True,Crimson Invasion,0.31,Poison
Ninjask,39,44,63,33,43,50,8,Common,False,Paldean Fates,0.23,Bug
Typhlosion,65,69,61,56,49,38,2,Uncommon,False,Skyridge,0.19,Fire
Charmander,76,74,47,35,60,50,8,Uncommon,False,Obsidian Flames,0.63,Fire
Riolu,50,48,67,73,35,47,1,Common,False,Gym Heroes,0.37,Fighting
Hypno EX,72,32,55,48,84,71,6,Uncommon,True,Forbidden Light,1.29,Psychic
Combusken,90,79,52,53,57,47,8,Rare,False,Scarlet & Violet,4.88,Fire
Roselia,30,41,44,48,48,52,1,Common,False,Gym Heroes,0.32,Poison
Gible,94,76,110,79,99,76,8,Rare Holo,False,Paradox Rift,2.6,Dragon
Xatu,30,42,26,45,38,75,3,Common,False,EX FireRed & LeafGreen,0.26,Psychic
Breloom,77,37,47,62,77,41,7,Uncommon,False,Battle Styles,0.52,Grass
Fearow,38,35,16,52,40,45,5,Common,False,Furious Fists,0.15,Normal
Braixen,52,70,56,31,55,42,5,Uncommon,False,Flashfire,0.33,Fire
Reshiram,58,63,48,33,60,61,6,Uncommon,False,Crimson Invasion,0.44,Fire
Squirtle,30,48,63,42,36,54,8,Common,False,Obsidian Flames,0.42,Water
Noctowl,56,30,48,45,34,47,4,Common,False,Diamond & Pearl,0.15,Normal
Pachirisu,205,90,119,92,102,105,7,Rare Ultra,True,Sword & Shield,124.49,Electric
Shroomish,90,53,98,86,82,65,2,Rare Holo,False,Skyridge,6.15,Grass
Eevee,65,54,56,64,54,45,5,Uncommon,False,Roaring Skies,0.81,Normal
Mesprit,36,20,36,58,64,67,7,Common,False,Vivid Voltage,0.28,Psychic
Garchomp,78,73,85,69,57,64,3,Rare,False,Dragon,2.76,Dragon
Charjabug,87,64,71,36,66,42,7,Rare,False,Rebel Clash,1.79,Electric
Latias,186,77,61,92,123,115,5,Rare Holo EX,True,Flashfire,69.4,Psychic
Dodrio,69,37,37,42,36,33,4,Common,False,Legends Awakened,0.27,Flying
Vikavolt,79,84,73,55,84,59,5,Rare Holo,True,Primal Clash,10.76,Electric
Kadabra,71,38,12,52,55,64,6,Common,False,Guardians Rising,0.53,Psychic
Morelull,108,64,66,77,95,107,7,Rare Holo,False,Rebel Clash,13.4,Fairy
Vulpix GX,54,64,37,50,53,43,4,Uncommon,True,Majestic Dawn,1.77,Fire
Walrein,38,42,55,25,53,39,7,Common,False,Rebel Clash,0.31,Ice
Electrode GX,102,54,45,43,47,56,1,Uncommon,True,Gym Challenge,0.69,Electric
Metang,192,98,99,115,87,118,1,Rare Holo EX,True,Jungle,38.95,Steel
Magikarp,96,74,51,66,37,66,2,Uncommon,False,Skyridge,0.9,Water
Chesnaught,67,32,43,47,45,41,4,Common,False,Diamond & Pearl,0.19,Grass
Delibird,69,71,46,60,74,68,1,Uncommon,False,Neo Discovery,0.34,Ice
Ludicolo,98,46,47,82,77,58,1,Rare,False,Fossil,0.8,Grass
Furret,55,49,58,70,44,46,4,Uncommon,False,Great Encounters,0.27,Normal
Chespin,121,55,69,82,102,64,2,Rare Holo,False,Aquapolis,2.48,Grass
Whiscash,60,41,88,57,55,43,1,Uncommon,False,Base Set 2,0.76,Ground
Toxicroak,71,42,52,50,43,33,3,Uncommon,False,EX Emerald,0.59,Poison
Bisharp V,111,88,57,108,61,88,3,Rare Holo,True,Team Magma vs Team Aqua,9.66,Steel
Alakazam,73,43,23,56,68,47,8,Uncommon,False,Paradox Rift,0.91,Psychic
Buizel,48,50,50,48,35,48,6,Common,False,Ultra Prism,0.81,Water
Azumarill,52,54,28,75,41,62,1,Common,False,Base Set,0.37,Fairy
Meditite,82,44,43,71,72,66,6,Uncommon,False,Forbidden Light,1.18,Psychic
Zweilous V,93,81,97,88,70,83,7,Rare Holo,True,Darkness Ablaze,6.51,Dark
Meltan,116,89,76,107,77,103,7,Rare Holo,False,Rebel Clash,3.29,Steel
Aron,105,74,49,77,53,82,2,Rare,False,Neo Destiny,2.84,Steel
Carbink,177,81,63,110,118,139,2,Rare Holo GX,True,Expedition,46.74,Fairy
Chesnaught,77,44,39,47,47,57,8,Common,False,Paldea Evolved,0.18,Grass
Shiftry,184,114,84,111,116,101,1,Rare Holo GX,True,Fossil,30.5,Grass
Crabrawler,74,54,73,70,48,59,7,Uncommon,False,Chilling Reign,0.32,Fighting
Litwick,66,49,45,51,95,41,6,Uncommon,False,Forbidden Light,0.66,Ghost
Ralts,180,72,72,100,135,126,8,Rare Holo EX,True,151,265.04,Psychic
Empoleon,33,53,47,46,44,73,7,Common,False,Darkness Ablaze,0.2,Water
Whiscash,46,35,57,50,38,20,1,Common,False,Jungle,0.2,Ground
Jynx,48,28,35,20,68,67,4,Common,False,Majestic Dawn,0.27,Psychic
Pineco,48,55,58,52,42,60,3,Rare,False,Team Magma vs Team Aqua,1.39,Bug
Carbink,70,49,29,55,71,46,1,Common,False,Gym Challenge,0.29,Fairy
Shedinja,105,53,82,93,61,73,6,Rare Holo,False,Sun & Moon,8.35,Bug
Kirlia,41,32,34,49,74,67,6,Common,False,Ultra Prism,0.43,Psychic
Golduck,52,72,39,63,27,45,5,Uncommon,False,XY Base,0.41,Water
Buizel,59,66,31,72,70,55,3,Uncommon,False,Sandstorm,0.52,Water
Gyarados,160,108,82,116,94,134,7,Rare Holo GX,True,Rebel Clash,64.23,Water
Heatran,75,56,42,64,63,41,6,Common,False,Forbidden Light,0.15,Fire
Pinsir,114,60,68,84,52,65,7,Rare,False,Sword & Shield,1.57,Bug
Porygon,73,56,49,57,61,74,5,Uncommon,False,Roaring Skies,0.43,Normal
Altaria,53,47,47,44,61,52,3,Common,False,EX FireRed & LeafGreen,0.19,Dragon
Ursaring GX,88,67,49,63,65,41,3,Uncommon,True,Team Magma vs Team Aqua,0.67,Normal
Makuhita EX,97,45,82,63,62,70,1,Rare,True,Gym Challenge,2.43,Fighting
Spiritomb,88,61,78,48,73,73,4,Uncommon,False,Diamond & Pearl,0.6,Dark
Flygon,85,93,92,57,76,91,3,Rare,False,Sandstorm,2.82,Dragon
Fearow,55,39,55,43,51,69,3,Uncommon,False,EX FireRed & LeafGreen,0.87,Normal
Victini,30,56,29,40,35,33,7,Common,True,Vivid Voltage,0.34,Fire
Baltoy,91,20,54,77,79,76,8,Rare,False,Paldean Fates,1.97,Psychic
Articuno,109,78,79,96,76,91,3,Rare Holo,False,Ruby & Sapphire,3.37,Ice
Tepig,61,56,54,37,61,54,8,Uncommon,False,Paldean Fates,0.44,Fire
Blastoise EX,54,51,38,65,54,63,3,Common,True,Sandstorm,0.78,Water
Jigglypuff,114,62,55,90,60,57,1,Rare Holo,False,Base Set,12.9,Normal
Gurdurr,175,93,157,103,55,98,4,Rare Holo EX,True,Secret Wonders,38.98,Fighting
Claydol,62,50,45,55,67,83,5,Uncommon,False,Flashfire,0.22,Psychic
Abra,85,36,47,45,77,65,7,Common,False,Darkness Ablaze,0.22,Psychic
Vigoroth,179,102,86,89,100,92,6,Rare Holo GX,True,Forbidden Light,42.37,Normal
Gabite,45,57,82,46,48,53,1,Common,False,Base Set,0.26,Dragon
Slowpoke,80,44,66,50,94,101,1,Rare,False,Gym Heroes,2.67,Psychic
Honedge,85,75,42,91,34,67,7,Uncommon,False,Rebel Clash,0.51,Steel
Marshtomp,51,63,44,63,51,62,7,Uncommon,False,Rebel Clash,0.52,Water
Treecko,66,39,36,32,50,35,3,Common,False,Dragon,0.26,Grass
Exeggutor V,89,46,41,58,73,68,5,Uncommon,True,Ancient Origins,1.85,Psychic
Rayquaza EX,55,43,45,41,47,42,1,Common,True,Base Set,0.53,Flying
Celebi,91,50,44,69,86,92,1,Rare,False,Fossil,4.35,Psychic
Hoothoot,85,51,39,50,66,74,5,Uncommon,False,Furious Fists,1.91,Normal
Zigzagoon,184,115,113,102,90,116,2,Rare Holo GX,True,Legendary Collection,83.12,Normal
Golurk,54,40,62,37,67,47,2,Uncommon,False,Expedition,0.61,Ghost
Chansey,60,54,54,52,57,42,6,Uncommon,False,Burning Shadows,0.42,Normal
Mawile,31,47,24,48,58,55,2,Common,False,Expedition,0.65,Fairy
Shroomish,49,31,33,34,56,44,3,Common,False,EX FireRed & LeafGreen,0.11,Grass
Empoleon GX,100,57,79,78,51,100,3,Rare Holo,True,EX Emerald,8.94,Water
Houndour,47,87,63,41,75,48,8,Rare,False,Scarlet & Violet,2.23,Fire
Solrock,58,33,30,53,64,59,6,Common,False,Ultra Prism,0.14,Psychic
Zekrom,49,52,71,26,66,54,1,Uncommon,False,Base Set 2,0.37,Electric
Haxorus,72,59,81,80,82,76,7,Uncommon,False,Battle Styles,0.68,Dragon
Ditto,43,50,42,51,41,56,4,Common,False,Mysterious Treasures,0.39,Normal
Tangela,174,76,97,103,118,96,8,Rare Holo GX,True,Paradox Rift,54.13,Grass
Golbat,88,49,49,46,76,57,5,Uncommon,False,Roaring Skies,1.14,Poison
Houndour,51,50,45,56,36,39,1,Common,False,Neo Discovery,0.26,Dark
Gastrodon,92,73,38,54,50,74,1,Uncommon,False,Neo Genesis,0.19,Water
Alakazam,71,47,57,56,78,57,4,Uncommon,False,Secret Wonders,0.66,Psychic
Finneon,82,56,55,81,44,64,6,Rare,False,Forbidden Light,2.73,Water
Mandibuzz,65,38,74,44,54,45,2,Common,False,Skyridge,0.32,Dark
Zorua,91,82,89,71,78,60,8,Rare Holo,False,151,4.3,Dark
Scizor,80,56,22,76,54,72,3,Uncommon,False,Team Magma vs Team Aqua,0.63,Steel
Zeraora,153,96,121,70,84,84,6,Rare Holo EX,True,Crimson Invasion,50.34,Electric
Aerodactyl,70,37,60,75,35,52,4,Common,False,Secret Wonders,0.29,Rock
Glalie,56,36,27,54,37,43,7,Common,False,Vivid Voltage,0.04,Ice
Tyranitar,38,47,62,46,51,46,3,Common,False,EX FireRed & LeafGreen,0.41,Dark
Grimer,52,51,43,47,69,62,2,Uncommon,False,Neo Revelation,0.33,Poison
Garchomp,95,65,87,77,90,93,3,Rare Holo,False,Dragon,12.14,Dragon
Snover,30,46,54,50,52,37,3,Common,False,EX Emerald,0.31,Grass
Jirachi,43,54,41,67,79,74,6,Uncommon,False,Sun & Moon,0.29,Psychic
Electabuzz,37,55,68,55,44,44,1,Uncommon,False,Team Rocket,0.93,Electric
Jangmo-o,38,46,51,49,60,43,7,Common,False,Sword & Shield,0.3,Dragon
Rhydon,201,119,138,128,100,103,6,Rare Ultra,True,Burning Shadows,150.95,Ground
Mienfoo,45,50,60,48,43,44,3,Common,False,EX FireRed & LeafGreen,0.18,Fighting
Teddiursa,84,71,69,51,72,65,1,Rare Holo,False,Gym Heroes,5.48,Normal
Swinub,73,75,77,73,51,73,7,Rare,False,Sword & Shield,1.13,Ground
Jigglypuff,49,48,49,50,60,28,6,Common,False,Crimson Invasion,0.32,Fairy
Machoke,49,62,78,74,36,80,6,Uncommon,False,Guardians Rising,1.42,Fighting
Exeggutor,48,48,52,45,50,55,8,Common,False,151,0.12,Grass
Giratina,171,103,145,101,148,101,6,Rare Holo GX,True,Burning Shadows,16.14,Dragon
Lombre,106,64,64,84,81,59,1,Rare Holo,False,Base Set,10.01,Grass
Solrock,72,70,48,53,82,79,1,Rare,False,Fossil,1.38,Psychic
Machamp,95,55,78,57,33,46,3,Uncommon,False,EX Emerald,0.93,Fighting
Tyrogue,42,29,57,71,33,48,6,Common,False,Forbidden Light,0.22,Fighting
Magmar,55,50,66,42,32,15,2,Common,False,Neo Destiny,0.27,Fire
Rhyhorn,65,52,75,54,45,60,8,Uncommon,False,Obsidian Flames,0.29,Ground
Venusaur,61,78,43,49,67,74,8,Uncommon,True,Paldean Fates,0.83,Grass
Magmar,30,47,43,27,49,45,8,Common,False,Paldean Fates,0.27,Fire
Chesnaught EX,95,58,68,75,91,82,1,Rare Holo,True,Neo Genesis,14.25,Grass
Ralts,38,71,49,50,67,74,1,Uncommon,False,Base Set 2,1.02,Fairy
Ninjask,49,29,61,46,45,51,6,Common,False,Crimson Invasion,0.45,Bug
Snorlax,77,49,45,43,48,62,1,Uncommon,False,Gym Heroes,0.42,Normal
Lickitung,30,36,51,41,36,41,1,Common,False,Neo Discovery,0.26,Normal
Pancham V,87,73,90,70,46,47,3,Rare,True,EX Emerald,10.43,Fighting
Victreebel,65,41,40,43,49,45,1,Common,True,Base Set 2,0.91,Grass
Weedle,43,20,57,42,21,48,4,Common,False,Majestic Dawn,0.15,Bug
Shellos,61,54,55,87,32,64,5,Uncommon,False,Phantom Forces,0.35,Water
Ampharos,40,42,48,47,33,29,1,Common,False,Base Set 2,0.31,Electric
Jangmo-o,72,61,72,71,85,51,7,Rare,False,Sword & Shield,1.22,Dragon
Heracross,63,43,77,56,31,54,3,Uncommon,False,Dragon,0.78,Fighting
Kadabra,67,29,55,72,61,80,4,Uncommon,False,Great Encounters,0.4,Psychic
Magcargo,97,90,61,66,70,47,3,Rare Holo,False,Team Magma vs Team Aqua,10.48,Fire
Cherrim,50,36,49,55,49,44,3,Common,False,Team Magma vs Team Aqua,0.37,Grass
Joltik,75,62,64,42,74,59,2,Rare,False,Neo Revelation,1.94,Electric
Weezing,176,78,109,105,100,108,3,Rare Holo GX,True,EX Emerald,30.14,Poison
Lotad,72,57,62,79,55,72,8,Rare,False,Paradox Rift,1.75,Water
Ralts,139,64,79,71,118,88,2,Rare Holo,False,Expedition,5.27,Psychic
Roselia EX,170,87,112,102,120,76,3,Rare Holo EX,True,EX FireRed & LeafGreen,89.03,Grass
Milotic,81,78,67,76,51,98,8,Rare,False,Paldean Fates,1.23,Water
Pidgey,87,58,52,64,49,63,8,Uncommon,False,151,1.01,Normal
Lanturn EX,32,44,41,42,51,58,3,Common,True,Sandstorm,0.87,Electric
Simisear EX,55,49,51,55,68,37,8,Common,True,Paldean Fates,0.81,Fire
Umbreon EX,82,50,81,60,72,58,1,Rare,True,Neo Discovery,6.62,Dark
Quilladin,94,63,52,72,83,42,3,Rare,False,Ruby & Sapphire,4.28,Grass
Dragonite,93,92,88,75,90,93,4,Rare Holo,False,Diamond & Pearl,12.6,Dragon
Darumaka,59,60,48,28,43,45,4,Common,False,Majestic Dawn,0.15,Fire
Gothorita,56,49,53,41,57,63,7,Uncommon,False,Darkness Ablaze,0.3,Psychic
Cyndaquil,89,76,65,50,65,51,7,Rare,False,Chilling Reign,0.66,Fire
Stufful,153,94,136,84,40,89,4,Rare Holo EX,True,Diamond & Pearl,118.74,Fighting
Victreebel,175,64,104,69,94,95,4,Rare Holo EX,True,Secret Wonders,51.39,Poison
Pinsir,118,45,72,65,70,79,6,Rare Holo,False,Forbidden Light,4.03,Bug
Corviknight,75,67,39,90,54,67,7,Uncommon,False,Vivid Voltage,0.22,Steel
Mawile,48,54,54,64,79,76,1,Uncommon,False,Fossil,0.62,Fairy
Slowpoke,61,48,47,56,51,58,6,Uncommon,False,Sun & Moon,0.82,Water
Latias,41,27,57,52,62,46,6,Common,False,Sun & Moon,0.24,Dragon
Feraligatr,64,60,52,59,46,74,3,Uncommon,False,Ruby & Sapphire,0.58,Water
Bayleef,52,54,39,42,61,57,2,Common,False,Expedition,0.33,Grass
Smeargle,167,99,96,102,79,106,4,Rare Holo GX,True,Secret Wonders,27.01,Normal
Bronzong,158,96,103,125,79,121,7,Rare Holo EX,True,Darkness Ablaze,56.76,Steel
Cloyster,86,73,63,85,74,67,7,Rare,False,Chilling Reign,1.43,Ice
Tyrogue,73,48,77,61,28,67,5,Common,False,Roaring Skies,0.24,Fighting
Ivysaur,30,59,23,51,65,44,3,Common,False,Dragon,0.27,Grass
Chinchou,57,19,51,38,43,10,3,Common,False,Team Magma vs Team Aqua,0.17,Electric
Larvitar,73,43,68,58,55,57,1,Uncommon,False,Team Rocket,0.32,Ground
Alolan Sandshrew,70,55,32,43,59,40,3,Uncommon,False,EX FireRed & LeafGreen,1.0,Ice
Jolteon,53,34,54,35,46,40,8,Common,False,151,0.26,Electric
